##########################################################################################
### MCD_v6.1 with Martian Year 32 scenario.
### Latitude 83.8N. Longitude 235.0E. Altitude 0.0 m ALS.
### --------------------------------------------------------------------------------------
### Column 1 is Areocentric longitude (degrees)
### Columns 2+ are Daily mean dust column visible optical depth above surface
### Line 1 is Local time (Martian hour)
### --------------------------------------------------------------------------------------
### Retrieved on: 2024-06-08T03:55:15.677755
### Mars Climate Database (c) LMD/OU/IAA/ESA/CNES
##########################################################################################
---- ||    0.00000e+00    1.00000e+00    2.00000e+00    3.00000e+00    4.00000e+00    5.00000e+00    6.00000e+00    7.00000e+00    8.00000e+00    9.00000e+00    1.00000e+01    1.10000e+01    1.20000e+01    1.30000e+01    1.40000e+01    1.50000e+01    1.60000e+01    1.70000e+01    1.80000e+01    1.90000e+01    2.00000e+01    2.10000e+01    2.20000e+01    2.30000e+01    2.40000e+01
-----------------------------------
+000 ||    7.40996e-02    7.39965e-02    7.39160e-02    7.38807e-02    7.38551e-02    7.38489e-02    7.38549e-02    7.38856e-02    7.39307e-02    7.40042e-02    7.40826e-02    7.41705e-02    7.42477e-02    7.43037e-02    7.43633e-02    7.44303e-02    7.44619e-02    7.44228e-02    7.43944e-02    7.43874e-02    7.43703e-02    7.43329e-02    7.42790e-02    7.41919e-02    7.40996e-02
+015 ||    1.53262e-01    1.53065e-01    1.52897e-01    1.52788e-01    1.52710e-01    1.52693e-01    1.52690e-01    1.52717e-01    1.52795e-01    1.52975e-01    1.53152e-01    1.53328e-01    1.53496e-01    1.53651e-01    1.53799e-01    1.53934e-01    1.53993e-01    1.53902e-01    1.53843e-01    1.53846e-01    1.53824e-01    1.53755e-01    1.53645e-01    1.53455e-01    1.53262e-01
+030 ||    2.22023e-01    2.21837e-01    2.21677e-01    2.21568e-01    2.21493e-01    2.21488e-01    2.21479e-01    2.21463e-01    2.21501e-01    2.21647e-01    2.21787e-01    2.21917e-01    2.22058e-01    2.22221e-01    2.22378e-01    2.22522e-01    2.22605e-01    2.22565e-01    2.22547e-01    2.22575e-01    2.22573e-01    2.22511e-01    2.22406e-01    2.22213e-01    2.22023e-01
+045 ||    1.36358e-01    1.36301e-01    1.36250e-01    1.36210e-01    1.36186e-01    1.36193e-01    1.36185e-01    1.36144e-01    1.36125e-01    1.36151e-01    1.36171e-01    1.36180e-01    1.36209e-01    1.36274e-01    1.36338e-01    1.36398e-01    1.36447e-01    1.36474e-01    1.36502e-01    1.36532e-01    1.36547e-01    1.36532e-01    1.36497e-01    1.36425e-01    1.36358e-01
+060 ||    2.05101e-01    2.04943e-01    2.04796e-01    2.04673e-01    2.04585e-01    2.04568e-01    2.04552e-01    2.04536e-01    2.04541e-01    2.04588e-01    2.04634e-01    2.04678e-01    2.04738e-01    2.04831e-01    2.04917e-01    2.04992e-01    2.05122e-01    2.05363e-01    2.05538e-01    2.05581e-01    2.05585e-01    2.05510e-01    2.05409e-01    2.05256e-01    2.05101e-01
+075 ||    4.81325e-01    4.80770e-01    4.80249e-01    4.79800e-01    4.79465e-01    4.79359e-01    4.79317e-01    4.79400e-01    4.79504e-01    4.79648e-01    4.79807e-01    4.79994e-01    4.80188e-01    4.80397e-01    4.80582e-01    4.80719e-01    4.81159e-01    4.82206e-01    4.82934e-01    4.83025e-01    4.82983e-01    4.82675e-01    4.82310e-01    4.81830e-01    4.81325e-01
+090 ||    3.13158e-01    3.12884e-01    3.12646e-01    3.12479e-01    3.12365e-01    3.12358e-01    3.12411e-01    3.12584e-01    3.12745e-01    3.12883e-01    3.13030e-01    3.13196e-01    3.13327e-01    3.13387e-01    3.13422e-01    3.13405e-01    3.13538e-01    3.13969e-01    3.14262e-01    3.14274e-01    3.14214e-01    3.14008e-01    3.13768e-01    3.13457e-01    3.13158e-01
+105 ||    3.17606e-01    3.17427e-01    3.17297e-01    3.17264e-01    3.17261e-01    3.17317e-01    3.17455e-01    3.17753e-01    3.18012e-01    3.18193e-01    3.18383e-01    3.18593e-01    3.18724e-01    3.18699e-01    3.18638e-01    3.18505e-01    3.18476e-01    3.18651e-01    3.18756e-01    3.18723e-01    3.18630e-01    3.18422e-01    3.18180e-01    3.17871e-01    3.17606e-01
